user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label
900016,20,0,9869,1,46,12,3,1,210,0
421620,76,4,1588,1,87,6,1,1,53,1
198510,73,1,7249,0,66,13,5,1,242,1
219839,95,4,9059,1,78,10,3,1,161,1
730755,98,3,6826,0,57,6,2,1,836,0
765809,94,0,8638,1,49,11,1,1,950,0
756787,23,3,9537,1,36,7,3,1,764,1
955465,74,1,2560,1,37,7,1,1,541,0
256267,22,4,2117,1,73,13,5,1,1033,0
234398,48,3,3297,1,56,7,0,0,85,0
116891,33,5,9775,1,43,6,3,1,462,1
116192,21,5,9578,0,41,9,1,1,120,0
340208,43,3,9671,0,54,6,3,1,877,1
933703,82,3,182,1,39,8,5,1,820,1
987160,23,0,6382,1,94,9,3,1,359,0
991136,4,5,4592,0,89,6,5,1,559,0
509747,8,4,8344,0,66,10,4,1,142,0
274381,80,0,2096,0,58,12,3,1,1229,1
467934,66,4,6729,0,40,11,4,1,476,0
678782,62,5,7875,1,45,7,2,1,254,0
256061,86,1,2652,0,79,7,1,1,48,1
570352,26,5,5693,0,71,11,4,1,631,0
260872,85,3,8778,1,59,15,5,1,395,0
562152,52,1,7792,0,45,8,3,1,460,0
745688,27,0,7650,1,52,7,4,1,977,0
256176,83,5,256,0,79,9,0,0,739,1
593977,35,4,4964,0,42,14,0,0,1197,1
575405,100,2,970,0,69,11,3,1,977,0
337332,46,2,3286,1,78,14,5,1,1191,1
126200,44,1,8875,0,70,6,1,1,149,0
299411,9,5,8529,1,40,16,3,1,1167,0
871011,54,2,6976,1,51,12,3,1,1191,0
365656,35,1,1430,1,72,7,0,0,584,0
612497,10,0,249,0,60,11,4,1,1213,0
819390,0,1,9556,1,81,8,5,1,277,0
181543,5,3,1222,1,79,8,3,1,695,0
627222,77,0,593,0,40,13,2,1,652,1
449951,85,2,7130,1,83,12,4,1,1002,1
484483,28,4,7509,1,91,6,2,1,358,0
606171,53,0,5286,1,54,7,4,1,750,1
628968,70,4,9753,0,62,14,4,1,670,0
907336,60,3,1590,1,67,6,0,0,187,1
973597,9,1,2408,0,45,10,5,1,863,1
477215,7,5,4656,1,64,10,0,0,1110,0
307528,45,2,3836,0,68,7,5,1,643,0
514408,30,5,5786,0,40,12,4,1,746,0
212506,44,2,9885,0,59,6,5,1,734,1
415265,58,2,4910,0,50,12,4,1,742,0
339265,8,4,9211,1,35,8,3,1,745,1
222868,85,0,8138,0,52,14,4,1,691,0
708200,57,4,3474,1,67,9,4,1,503,0
200088,48,2,1721,0,57,6,4,1,983,0
359257,21,3,1464,0,71,7,1,1,1226,1
343628,26,1,1892,0,35,12,0,0,409,1
981424,66,1,4712,1,57,14,5,1,1227,1
100079,4,5,3580,1,63,13,5,1,427,0
633982,44,4,5086,0,44,12,0,0,27,0
691484,74,3,5424,0,42,5,2,1,824,1
431060,75,4,622,0,57,8,0,0,756,1
852629,29,2,9519,0,54,15,3,1,35,1
814303,9,4,8309,0,50,9,1,1,31,0
208324,47,4,1038,1,86,10,4,1,1212,1
672652,33,4,3310,0,30,6,2,1,527,0
930940,92,0,3242,1,59,9,2,1,263,0
756126,89,0,6631,1,86,10,3,1,1059,1
517606,77,2,1868,0,34,8,1,1,820,1
708246,47,1,2742,0,83,7,4,1,581,1
690326,64,0,5502,1,65,10,5,1,801,0
786606,70,3,2085,1,78,14,1,1,898,0
422079,17,5,7945,0,42,6,2,1,1160,1
940316,57,3,3476,0,58,8,4,1,466,0
151337,18,1,3546,0,66,8,3,1,69,1
685659,89,5,6711,0,58,12,4,1,797,1
284218,90,3,2055,0,70,16,1,1,264,0
810348,64,3,8298,0,102,7,1,1,157,0
389348,15,5,77,0,82,10,1,1,1032,1
183698,51,1,6448,1,52,16,0,0,306,1
993239,42,3,9837,0,61,7,2,1,164,0
196894,18,5,9662,0,68,10,3,1,503,1
600396,87,5,6923,1,55,6,1,1,239,1
721461,80,5,5233,1,45,10,5,1,682,0
384745,16,1,9294,0,60,6,4,1,386,0
715457,46,1,1232,1,35,18,3,1,246,1
544250,32,4,863,0,72,11,4,1,204,0
499156,23,0,2169,1,57,10,2,1,463,1
608227,27,2,5576,0,53,13,3,1,97,0
330673,95,1,2909,0,65,8,4,1,7,1
323990,9,1,607,0,60,9,1,1,863,1
493737,64,5,458,0,60,6,5,1,181,1
159253,28,0,5134,0,85,8,1,1,674,1
146425,91,1,2319,0,73,9,3,1,947,0
670203,73,4,872,0,49,8,4,1,116,1
388420,25,0,7055,1,84,12,2,1,313,1
670935,43,2,407,0,52,12,3,1,1077,0
460132,55,2,4249,1,90,10,3,1,923,1
755385,9,3,7471,1,71,7,2,1,76,1
672354,57,2,4435,1,68,9,1,1,1209,1
587075,25,2,7240,0,45,9,3,1,273,1
485622,55,3,7298,1,50,8,4,1,564,0
573429,80,0,4073,0,45,12,3,1,830,0
408488,68,1,3532,0,69,14,3,1,433,0
169649,22,5,6840,0,52,7,2,1,569,1
489242,63,1,3055,1,68,9,0,0,22,0
395801,31,2,7771,1,69,14,4,1,1032,1
729992,36,4,5715,0,44,7,0,0,130,1
883814,78,4,6997,1,84,7,2,1,1187,1
557880,38,1,3617,0,66,9,5,1,1168,0
802595,24,2,2299,0,54,14,0,0,998,0
199867,81,2,1941,1,92,9,3,1,806,0
765950,78,3,780,1,52,12,3,1,934,0
945282,58,3,7259,1,61,7,2,1,790,1
146078,35,2,7032,0,59,6,0,0,1018,1
807411,88,5,9104,0,58,7,5,1,1226,1
632156,14,1,2450,1,56,12,1,1,281,1
578982,3,5,5065,0,70,16,2,1,806,1
522830,66,4,3681,1,89,15,0,0,835,1
812367,63,0,4200,0,50,13,4,1,640,0
645461,52,5,7052,0,58,12,5,1,467,1
655323,78,0,4133,1,53,8,5,1,251,0
118704,78,0,9949,0,41,13,1,1,573,1
529669,12,5,9567,1,86,7,1,1,197,1
345647,92,1,9838,0,79,12,3,1,271,0
795566,45,5,8202,0,66,7,2,1,1041,1
836333,4,3,9468,0,79,12,3,1,775,1
294910,74,1,5404,0,74,12,3,1,1158,0
258191,79,2,2914,0,85,8,5,1,1211,0
299394,23,0,7106,1,39,7,5,1,259,1
745987,73,4,770,0,56,14,1,1,1061,0
263365,34,3,5277,1,42,10,4,1,778,0
474214,44,0,2275,0,66,10,3,1,226,0
708448,90,3,9170,1,46,14,0,0,857,0
452219,71,2,163,0,63,7,3,1,857,0
140934,25,2,701,1,56,8,1,1,818,1
503036,76,0,4991,0,38,7,4,1,817,1
191740,92,4,9700,1,82,7,5,1,83,0
309795,18,3,227,1,45,12,1,1,1244,0
859285,91,0,5415,1,53,13,4,1,370,0
525943,91,1,7756,1,75,8,2,1,155,1
824248,7,0,6407,1,81,9,2,1,629,1
932860,22,1,3441,0,48,9,0,0,535,1
926385,6,2,6373,1,78,9,0,0,117,1
909602,83,0,8632,0,38,6,5,1,1034,1
521468,13,3,222,1,52,13,5,1,1086,0
404777,100,0,1554,1,36,12,0,0,884,0
210027,88,5,3980,1,44,12,0,0,289,1
864160,76,3,8937,0,70,9,5,1,838,0
888253,46,1,3629,1,74,8,4,1,388,1
616225,4,4,4385,1,45,14,4,1,28,0
380617,76,3,3825,1,84,9,3,1,264,1
491513,30,3,8847,1,52,6,3,1,640,1
537546,66,1,3864,1,49,13,3,1,780,0
242134,100,5,2525,1,68,12,0,0,30,1
665657,100,2,2908,0,70,10,3,1,237,1
616365,50,0,5492,0,83,7,0,0,75,1
250150,79,0,1843,1,53,10,3,1,816,1
287005,42,1,6801,1,75,12,3,1,1094,1
447674,32,3,4073,1,71,7,3,1,444,0
574872,80,0,4391,0,65,8,0,0,1114,1
640739,35,0,221,0,70,7,0,0,1212,0
947837,3,1,4759,1,43,7,4,1,946,0
527438,91,1,557,0,77,7,3,1,568,1
358851,85,1,6681,0,50,13,2,1,1074,1
386206,49,1,7222,1,44,12,4,1,246,0
673655,60,0,3729,1,76,7,1,1,229,1
132041,13,1,8705,1,73,14,4,1,1223,1
462443,2,4,7260,1,55,8,0,0,809,0
973323,60,0,9030,1,40,11,2,1,515,1
790303,44,5,9074,1,36,9,3,1,995,1
997394,99,0,2971,1,54,6,5,1,379,1
423615,17,4,5733,1,47,6,1,1,1106,0
426346,21,0,9709,1,56,6,1,1,310,1
752353,29,3,9991,1,47,10,2,1,326,1
242352,32,3,1041,0,35,6,5,1,783,1
593931,17,5,8968,1,82,11,1,1,532,0
952700,8,0,7038,0,51,8,1,1,927,1
106465,52,0,6127,0,80,13,1,1,237,0
709583,32,5,6855,0,78,9,1,1,766,1
465387,23,5,4139,1,58,7,3,1,250,1
640573,5,4,9447,1,88,8,5,1,500,1
700888,17,0,5673,0,50,12,4,1,1159,1
741163,69,2,9694,1,61,11,3,1,939,1
389863,61,1,6733,1,46,7,4,1,824,1
510860,4,2,8664,0,48,12,0,0,417,1
413100,59,2,2796,0,79,5,4,1,1135,0
670684,45,2,1956,0,36,6,5,1,791,0
677447,71,5,7376,0,68,10,5,1,230,0
353017,57,0,3274,0,64,9,2,1,793,1
990431,78,5,734,0,50,11,2,1,1001,0
385488,90,4,4426,0,55,7,3,1,1069,1
534266,74,3,8959,0,60,6,1,1,435,1
396660,19,3,8393,1,59,16,5,1,536,0
131905,67,4,3591,0,74,11,4,1,911,1
166298,75,3,7398,0,69,14,1,1,204,1
618138,64,3,8537,0,44,12,0,0,1152,1
583499,86,5,6216,0,61,13,5,1,1231,1
579832,68,1,53,0,70,11,2,1,1079,1
554130,84,4,2341,1,50,15,5,1,369,0
577051,5,3,5425,1,82,11,1,1,789,1
138319,0,4,9015,0,91,8,1,1,100,0
206111,12,3,2239,0,81,9,0,0,367,1
193778,26,3,1525,0,61,15,3,1,830,1
638502,44,0,5602,1,39,15,4,1,266,1
672827,56,0,1723,1,98,6,0,0,886,1
350219,100,3,7885,0,86,10,2,1,421,1
302297,41,3,304,1,60,12,5,1,1105,0
556470,94,0,3613,0,75,7,2,1,1178,1
495894,23,0,6625,0,39,7,2,1,197,0
815346,91,3,4883,0,52,8,3,1,273,1
746793,6,4,7896,0,67,10,4,1,836,0
498768,96,4,2214,1,38,6,2,1,343,1
841070,14,2,2841,1,45,10,1,1,397,0
962405,18,5,3175,0,59,10,2,1,27,1
554208,23,3,6175,1,46,12,2,1,1006,1
442152,13,0,1232,0,47,14,5,1,1137,0
508712,58,3,6315,1,72,11,0,0,197,1
315443,1,5,7291,0,62,10,1,1,403,1
283786,45,5,8264,0,67,11,2,1,161,1
906637,53,2,1090,0,48,15,4,1,933,0
780885,75,2,7164,0,66,14,2,1,1068,1
274135,97,5,9930,1,50,12,4,1,1098,0
494033,21,2,2112,0,79,15,5,1,908,0
358129,44,4,4323,1,61,8,2,1,33,1
171837,10,0,7854,0,59,14,3,1,562,0
625698,0,5,3281,0,63,8,0,0,676,0
397914,82,0,5346,0,63,15,5,1,701,1
267887,45,2,6570,1,90,8,3,1,1079,0
978531,69,4,2873,1,67,13,0,0,330,0
862802,32,5,4759,0,50,7,0,0,221,0
395965,48,5,4721,1,52,12,2,1,1163,0
908435,55,1,9717,1,58,9,1,1,694,1
405723,23,0,4636,0,65,12,4,1,833,0
166964,3,2,9196,0,92,7,2,1,471,0
378784,30,2,9898,1,47,12,1,1,870,1
137922,29,0,2031,1,70,6,4,1,866,0
894144,5,1,8203,0,34,8,5,1,222,1
716947,48,2,6149,1,84,13,0,0,182,1
371845,54,4,7454,0,84,6,5,1,1138,1
266922,41,3,9270,1,50,5,1,1,75,1
577645,50,0,1030,1,71,13,0,0,14,0
890366,1,3,2240,0,96,13,0,0,666,1
863484,53,3,4397,0,43,7,5,1,194,1
901691,63,3,5722,1,53,7,4,1,272,1
282357,41,2,8200,1,81,9,1,1,967,0
451011,94,0,6694,0,64,7,4,1,732,1
382104,53,0,9175,0,67,7,5,1,166,1
779868,73,4,8012,0,64,13,2,1,113,1
798485,43,3,897,1,63,10,2,1,555,0
233433,8,2,7938,1,39,7,0,0,116,1
934453,7,2,2893,0,68,13,0,0,324,0
702855,61,1,5815,1,56,10,5,1,363,0
446652,42,5,8238,0,77,14,3,1,733,0
859998,20,5,7503,0,46,12,5,1,1056,0
682643,97,3,2157,0,48,13,0,0,868,1
405633,35,1,9807,0,83,12,0,0,600,1
974682,37,1,6173,0,56,9,1,1,693,0
786177,65,5,4584,0,92,5,4,1,810,1
196473,82,5,250,0,69,10,4,1,153,0
780955,5,5,3522,0,50,7,0,0,886,0
334832,0,4,8750,0,75,6,3,1,978,0
633814,20,1,333,1,85,10,3,1,601,1
547760,85,2,3901,0,61,9,4,1,1177,1
724350,74,4,959,0,43,9,0,0,592,0
945066,73,4,6535,1,54,13,0,0,120,0
609580,72,5,188,0,45,11,4,1,42,0
811804,99,3,4736,0,57,10,4,1,575,0
628942,28,5,9762,0,87,7,1,1,1171,1
724166,92,3,7062,0,52,8,0,0,1132,1
320280,90,2,5906,0,34,10,4,1,445,0
480091,43,5,7338,0,82,7,4,1,119,1
602809,76,4,4963,1,47,13,1,1,31,0
756594,2,5,797,0,71,12,4,1,735,1
115846,89,2,6421,1,55,7,1,1,119,1
475655,39,4,7357,0,74,15,1,1,63,0
354967,95,3,220,1,33,10,2,1,793,0
575904,95,0,3349,1,72,6,0,0,183,1
547889,2,2,263,0,85,11,5,1,1205,1
502487,58,4,1572,0,53,11,3,1,1002,1
684086,89,5,1525,1,44,11,2,1,474,0
571358,79,5,5992,0,57,9,1,1,1115,1
756641,71,3,5246,0,80,9,0,0,519,1
211641,87,4,3931,0,58,7,1,1,1150,1
200835,36,3,996,0,75,12,3,1,904,0
869261,13,5,6036,0,68,14,1,1,1178,0
216978,67,1,9311,1,42,15,4,1,516,0
481620,88,5,9503,0,79,13,2,1,851,0
992425,11,1,1710,1,95,5,3,1,265,0
856716,63,0,9083,1,49,13,3,1,144,0
537307,53,3,6675,1,86,6,2,1,431,1
469761,6,2,8560,1,69,8,2,1,231,0
681650,100,5,8206,1,77,8,3,1,489,1
768557,3,5,7037,1,84,13,0,0,201,0
344766,31,3,5704,1,78,6,0,0,917,1
337421,44,4,8874,1,73,9,0,0,502,0
953976,10,0,7374,0,72,14,3,1,318,0
451134,100,4,2906,1,45,7,4,1,1027,0
178275,85,5,7776,1,48,6,3,1,1019,1
796110,75,3,8730,0,51,6,3,1,581,1
462531,25,3,6557,1,61,12,2,1,66,0
893072,90,3,3439,1,62,7,4,1,93,0
453620,89,5,4364,0,30,4,4,1,1129,1
933054,35,4,5873,1,72,7,3,1,971,0
605868,15,1,8302,0,75,7,1,1,667,0
700765,63,3,8784,1,77,12,4,1,978,0
241487,3,0,4333,1,87,14,2,1,931,0
344670,42,5,2937,0,53,9,1,1,938,0
968692,60,5,3063,0,32,8,3,1,957,1
303385,23,1,8494,1,41,12,1,1,161,0
428056,46,0,6148,0,41,7,2,1,34,0
645329,100,4,6078,0,52,8,0,0,508,0
593661,55,4,5283,1,39,6,2,1,564,0
673676,56,1,351,0,50,14,0,0,300,0
980949,24,4,3978,1,71,8,0,0,17,1
472324,79,0,1039,1,73,13,2,1,1027,1
526608,60,4,5624,0,71,10,3,1,1191,1
988943,95,4,6969,0,82,6,5,1,680,1
745709,97,2,2531,1,42,15,2,1,484,1
534976,70,1,9516,0,45,6,2,1,909,1
473240,100,2,4291,0,58,7,0,0,230,0
170260,51,2,2567,0,51,10,4,1,1240,1
994769,46,5,4396,1,66,8,2,1,1155,1
941198,57,0,8480,0,51,11,4,1,301,1
311431,66,2,2823,1,70,12,3,1,1087,1
120326,55,2,7500,0,38,11,5,1,1209,0
295049,42,5,2179,1,38,15,5,1,109,1
154136,82,0,8033,1,88,9,4,1,291,0
994645,31,0,2275,0,72,8,2,1,933,0
502293,83,1,8056,0,86,10,0,0,155,0
363646,37,0,7532,0,36,12,4,1,421,0
802377,21,5,9217,1,48,8,3,1,1223,0
404288,51,2,7887,0,62,14,0,0,184,1
672987,54,2,2042,1,96,13,4,1,855,0
122021,56,4,7779,0,59,13,0,0,390,0
609197,50,4,6940,0,53,6,1,1,15,1
641263,43,3,837,1,87,10,2,1,492,0
341721,51,2,6778,0,75,9,5,1,290,1
901978,74,5,1575,0,43,7,1,1,387,1
568058,55,4,9440,1,52,15,2,1,980,0
124731,85,3,1283,0,41,9,4,1,1234,1
474112,8,4,1095,1,38,9,1,1,649,1
420480,50,3,6698,1,63,9,2,1,1218,1
399519,87,0,5128,0,46,6,0,0,639,0
499398,52,1,6332,1,73,10,5,1,771,1
211535,47,1,868,1,36,10,0,0,78,0
129192,4,1,3191,0,51,12,5,1,677,1
872820,86,4,4336,0,97,11,5,1,478,0
367533,31,4,6304,1,76,16,1,1,965,1
947130,29,2,8548,1,57,7,2,1,975,0
737452,10,1,2377,1,47,7,2,1,910,0
854478,82,4,6089,0,68,6,3,1,205,0
327759,64,0,657,0,50,5,3,1,291,1
558448,93,2,3938,1,66,11,0,0,360,1
415989,55,2,9161,0,44,13,2,1,1192,0
958247,45,3,3601,0,64,7,4,1,1212,1
902552,63,3,8525,1,71,12,5,1,683,1
769341,18,3,4027,0,78,15,1,1,383,0
537472,29,4,4209,1,77,11,0,0,441,1
547685,40,2,1154,0,74,13,4,1,725,0
713097,98,0,2327,0,51,13,1,1,332,0
987092,93,1,4808,1,50,10,3,1,772,0
173901,84,4,4638,0,65,6,1,1,316,1
721431,39,0,898,1,48,15,0,0,547,1
335146,78,4,405,1,39,6,2,1,21,1
298104,45,2,6693,1,52,8,5,1,178,0
812991,92,3,4667,1,47,12,2,1,987,1
127540,48,1,9629,0,81,12,2,1,40,1
429907,53,4,9731,1,82,13,4,1,713,0
904353,27,3,2957,0,48,7,2,1,675,0
624585,91,5,8499,1,88,17,5,1,645,1
437081,7,3,754,1,54,10,2,1,904,1
744869,10,3,9794,0,70,13,0,0,235,0
203940,37,2,3579,0,50,10,3,1,259,1
896788,37,2,8436,0,47,8,1,1,195,1
662988,58,3,6064,1,76,10,2,1,1080,0
245431,1,2,8802,0,37,8,3,1,840,0
112988,96,4,6632,1,47,11,0,0,912,1
607059,34,4,5573,0,66,6,5,1,844,1
335300,48,2,359,1,71,9,1,1,944,1
865334,72,5,6998,1,45,10,4,1,912,1
703925,7,3,6697,1,38,6,2,1,369,0
512211,42,3,337,0,78,11,4,1,104,0
345324,91,1,1877,0,28,13,0,0,1095,0
568551,69,3,3474,1,85,9,0,0,1219,0
473958,90,3,4195,1,67,10,1,1,426,0
449740,46,5,3476,1,83,8,3,1,1001,0
449182,89,5,4047,1,66,9,5,1,741,1
535336,3,3,5271,1,76,13,2,1,398,0
973977,40,4,7501,0,57,12,0,0,1006,1
305668,69,3,4065,0,77,8,0,0,1044,0
245563,64,3,3214,1,45,13,4,1,852,1
540365,98,1,5526,1,58,11,4,1,1101,0
896228,61,5,2420,1,72,12,2,1,212,0
990191,98,2,7335,1,54,6,2,1,791,1
153979,62,3,2182,1,84,6,5,1,1125,0
422141,15,3,6544,0,51,15,4,1,721,0
997276,2,1,2065,0,57,6,0,0,1140,1
449270,2,3,9295,1,79,7,5,1,621,1
631951,5,0,4874,1,101,14,1,1,140,0
124583,57,4,3779,0,72,7,2,1,793,1
525831,32,3,9768,1,62,11,2,1,694,0
771645,33,3,2100,0,43,16,0,0,742,0
543217,13,4,7747,1,86,11,0,0,898,1
942744,8,3,7057,1,100,8,1,1,1127,1
141192,51,5,8209,0,67,7,2,1,990,0
438872,14,1,2500,0,76,11,4,1,855,1
932539,68,3,7250,1,59,15,0,0,682,0
995577,7,3,7642,1,44,11,4,1,1052,0
653385,40,2,849,1,72,5,1,1,187,1
307508,31,5,7703,0,78,8,5,1,708,1
632720,71,0,8673,0,51,9,0,0,110,0
832533,2,1,8059,1,46,11,3,1,949,1
785569,57,5,5917,0,85,12,5,1,139,1
781134,52,4,6545,0,40,15,2,1,18,0
895242,95,2,3288,0,91,12,3,1,172,0
101179,57,4,1037,1,47,11,0,0,367,1
968912,53,3,9239,1,71,14,3,1,812,1
476687,19,3,1323,0,77,15,0,0,1064,0
574413,53,5,8264,0,52,10,4,1,774,0
913065,60,0,371,0,51,7,1,1,625,0
994834,43,5,5847,1,47,10,5,1,833,0
581612,15,5,84,1,75,8,4,1,139,1
569339,48,1,744,1,76,12,2,1,889,0
114840,52,2,4836,0,86,14,0,0,1098,1
689597,9,5,3664,1,43,7,0,0,55,0
496977,65,1,3196,0,74,8,3,1,623,1
391267,51,1,6287,1,97,5,2,1,638,1
490777,89,4,682,0,57,8,2,1,982,0
885050,94,3,6169,1,66,8,4,1,679,0
525451,92,2,879,0,75,13,2,1,356,0
393304,20,2,4487,1,92,7,4,1,233,1
622781,30,1,1775,1,32,12,2,1,1172,0
770339,42,5,3423,1,63,11,2,1,1091,1
238236,97,2,839,1,56,11,5,1,191,0
223309,63,5,83,0,57,5,2,1,204,1
207500,6,3,3699,1,44,10,5,1,819,0
309719,59,4,5593,1,72,16,4,1,118,0
768189,42,4,746,1,70,9,5,1,759,1
105753,17,3,846,0,63,14,2,1,463,0
972895,93,0,2508,0,40,5,2,1,1001,1
574485,81,2,9249,1,37,12,3,1,765,0
116120,40,2,5611,0,60,10,5,1,644,0
494740,98,4,3793,0,54,12,1,1,1044,1
500760,17,4,7299,0,51,10,0,0,1066,0
243733,88,1,1542,0,74,9,5,1,755,0
190770,15,3,8340,0,52,15,5,1,218,0
713408,6,3,9555,0,48,8,1,1,30,0
448146,58,1,2635,0,55,7,5,1,989,1
426754,18,3,3467,1,86,5,3,1,361,0
117366,52,5,5945,0,61,8,3,1,556,0
679759,36,3,8379,1,64,6,0,0,1193,0
609999,86,5,5248,0,82,8,0,0,1222,1
524223,45,1,6911,0,56,13,2,1,960,1
741687,50,4,145,1,62,8,5,1,1221,1
712373,37,1,417,1,96,10,5,1,195,1
646484,1,0,1976,0,76,10,4,1,1102,0
775811,87,0,5032,0,62,7,0,0,365,0
380785,44,4,8207,1,93,8,4,1,408,0
861550,63,5,5875,0,64,13,4,1,969,0
577938,8,0,5693,1,73,14,5,1,332,0
919542,60,2,6678,1,70,13,2,1,134,0
832760,98,4,1253,1,41,13,5,1,892,1
148329,1,0,6860,1,77,11,5,1,197,0
104505,20,4,8848,0,56,14,1,1,406,0
983975,65,0,9169,0,69,10,1,1,489,0
787971,54,5,3952,1,30,12,4,1,224,0
105854,33,1,5180,0,80,12,0,0,605,1
950578,1,3,2928,0,80,11,4,1,281,1
481149,14,2,6208,1,48,8,1,1,740,0
407094,56,0,6754,0,54,6,0,0,938,1
341828,54,0,8743,1,38,7,3,1,48,1
504064,56,2,9298,0,63,5,1,1,119,1
402281,33,2,6459,1,74,7,0,0,1138,0
609623,44,1,4722,1,89,9,0,0,712,1
568281,35,2,9139,0,52,8,4,1,249,1
179252,90,4,8713,1,76,13,2,1,941,1
125391,87,4,8869,0,90,6,5,1,219,0
637421,45,1,591,1,32,6,5,1,285,0
672801,86,0,1653,0,82,8,1,1,853,0
529781,76,0,4882,1,74,10,5,1,388,0
716265,73,1,7666,0,81,17,5,1,115,1
980565,38,1,3475,1,31,15,5,1,809,1
240514,40,3,3469,0,53,14,1,1,1214,0
415406,32,0,85,0,63,7,0,0,373,1
803041,60,1,1762,0,53,14,2,1,1004,0
940749,14,1,820,0,44,11,1,1,699,1
305993,37,4,441,1,74,9,2,1,914,1
260819,73,2,7818,1,37,16,1,1,90,1
150776,59,4,5913,0,88,9,2,1,441,1
459576,100,0,6335,1,47,14,2,1,404,1
394698,63,2,7829,1,72,13,3,1,1165,1
513086,78,3,4477,0,66,8,0,0,1075,0
498409,21,2,4663,0,43,8,1,1,438,1
212152,31,3,1191,0,40,8,2,1,702,1
212763,73,1,6897,1,51,7,5,1,885,1
347979,46,4,5130,1,40,9,0,0,625,0
353717,11,3,6129,0,82,12,0,0,273,0
191645,64,3,2329,1,84,13,5,1,521,0
243605,22,0,9902,1,46,7,4,1,910,1
742833,56,5,7924,0,65,6,4,1,567,0
814320,87,0,6217,1,72,7,3,1,515,1
670028,99,3,2296,1,56,12,3,1,405,0
432309,76,4,2709,0,80,7,0,0,292,1
473253,25,3,1732,1,86,8,5,1,531,0
912041,78,1,7709,0,83,10,3,1,1035,1
427855,60,3,9469,0,44,12,2,1,1208,1
909105,88,0,6498,0,67,10,2,1,795,0
870796,85,1,5274,1,44,13,5,1,1183,0
166650,7,4,2779,1,35,13,5,1,789,1
669884,6,1,7228,0,72,7,1,1,57,1
343222,74,4,30,1,41,11,3,1,1117,0
977922,23,1,1088,0,61,6,1,1,632,1
593066,72,4,2166,0,75,11,4,1,1141,0
972995,48,3,4405,1,79,7,4,1,77,0
778428,78,3,6081,1,73,10,1,1,208,1
110849,76,2,8896,1,89,5,4,1,692,1
502467,31,2,6310,1,42,10,5,1,751,0
704952,19,2,575,0,55,8,0,0,551,0
492335,91,2,6656,1,87,8,3,1,853,1
481464,77,0,4475,0,39,7,2,1,326,1
589043,60,2,2520,1,75,10,3,1,378,0
899120,54,4,3453,1,42,9,3,1,500,1
814018,69,5,6118,1,39,7,5,1,957,0
355438,55,5,6596,1,44,7,5,1,379,0
252717,60,2,8351,0,75,5,2,1,376,1
466456,25,4,1724,0,79,11,3,1,245,1
563794,86,4,6007,0,54,6,3,1,784,0
202615,36,3,3075,1,49,13,3,1,1034,0
985433,3,0,5348,1,72,9,2,1,459,1
569972,19,1,6844,0,44,18,1,1,151,0
963781,24,2,1818,0,75,9,4,1,194,0
211632,27,2,2373,0,52,11,2,1,982,1
842624,4,3,5082,1,81,8,3,1,260,1
844322,65,1,2289,0,53,10,1,1,413,0
244020,96,4,1309,1,38,9,1,1,818,0
606311,77,3,4998,0,63,11,3,1,412,0
884767,51,5,8367,1,53,11,1,1,812,0
682650,43,3,5205,0,41,7,4,1,711,1
374133,86,3,7610,1,78,13,3,1,1211,0
774470,22,2,8080,1,75,10,3,1,629,1
205308,77,1,9956,0,37,6,0,0,969,1
339934,9,4,5950,1,45,7,5,1,349,1
458125,25,1,107,0,74,8,5,1,715,0
936488,53,0,5358,1,62,10,3,1,1176,0
451624,43,3,8558,1,78,10,5,1,1212,0
877598,27,2,5375,1,55,9,4,1,704,0
750414,41,2,2015,0,46,6,4,1,713,0
676447,35,0,3268,1,87,12,3,1,258,1
237933,22,4,140,0,76,9,4,1,1245,0
126436,98,4,7921,0,43,7,2,1,752,0
378298,77,1,6768,1,69,14,4,1,384,0
558445,99,5,8019,0,72,9,4,1,1179,1
371745,96,1,3789,0,63,12,0,0,547,0
215686,46,1,7232,1,52,6,0,0,996,1
328246,58,1,1891,0,31,7,4,1,497,0
229979,6,1,6076,1,66,14,4,1,987,0
318030,59,3,6614,1,99,10,1,1,123,1
784250,48,1,4488,0,60,8,5,1,1058,1
406667,7,2,6267,1,60,8,2,1,241,1
624729,22,1,2108,1,79,7,4,1,1006,1
378193,45,0,1580,0,52,10,2,1,798,0
273348,68,0,8428,0,75,13,2,1,432,1
317873,59,0,3256,0,58,8,5,1,419,1
824593,87,3,7508,0,66,13,5,1,750,1
250679,24,5,295,1,72,11,2,1,25,0
958196,35,5,7587,1,64,13,5,1,518,1
222852,42,0,6204,0,43,4,3,1,1167,1
208912,74,5,8642,0,43,6,3,1,835,1
570326,84,4,8282,1,54,15,3,1,461,1
662262,92,5,4138,0,46,8,0,0,548,1
742304,14,2,2709,0,42,8,1,1,895,0
574799,45,5,2042,0,89,11,1,1,979,1
270571,39,2,971,1,49,13,3,1,746,1
224187,45,3,3358,1,98,13,0,0,286,0
708372,45,1,7047,0,42,5,2,1,980,1
140946,29,3,350,0,71,12,2,1,721,0
432740,64,2,895,1,61,16,2,1,1096,1
624534,63,4,6703,1,55,7,0,0,1063,1
527914,1,2,4701,0,44,9,2,1,282,1
659999,55,3,6445,0,61,7,4,1,1024,1
