retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days
9,2,2782,1,48,8,5,1,744
76,3,518,1,51,11,1,1,273
89,4,3052,1,80,9,3,1,504
47,1,1716,0,51,13,5,1,1140
37,2,1004,1,70,8,4,1,430
40,0,5355,1,93,14,1,1,1238
39,3,371,0,62,12,0,0,11
63,4,6217,0,89,5,1,1,888
62,2,9591,1,59,15,1,1,1166
72,4,3029,1,62,7,4,1,875
32,1,7040,0,59,10,5,1,833
26,1,6618,1,83,9,3,1,657
11,4,2558,1,55,11,0,0,268
48,5,5724,0,101,6,1,1,181
91,2,4126,1,38,8,2,1,633
6,5,5685,1,78,7,0,0,878
86,1,6323,0,57,14,3,1,902
42,2,565,0,78,11,2,1,908
24,4,8270,1,63,13,2,1,212
86,5,5201,0,48,14,2,1,267
99,4,1042,1,86,7,1,1,342
77,1,7497,1,41,8,4,1,854
10,4,625,1,45,9,4,1,457
67,3,282,0,81,12,3,1,63
7,4,9126,1,71,7,5,1,700
89,5,1899,1,51,8,4,1,430
37,4,4498,1,45,7,0,0,789
39,1,132,0,43,7,0,0,216
37,5,7976,1,50,13,3,1,465
91,0,6362,1,60,7,3,1,994
93,0,4502,0,74,6,4,1,48
87,4,718,0,90,14,1,1,619
36,5,9227,1,69,8,1,1,365
98,1,2067,1,44,13,0,0,57
59,4,3900,1,51,12,1,1,989
71,0,7950,1,30,12,5,1,817
69,0,7401,0,67,7,4,1,314
47,4,3295,1,74,7,3,1,290
46,5,415,0,48,12,1,1,374
49,4,15,0,53,10,2,1,1063
33,3,5445,0,65,13,4,1,1140
20,0,3800,1,42,6,4,1,70
40,5,8292,0,33,8,1,1,1124
18,3,5216,1,87,6,1,1,402
77,5,8614,1,72,6,4,1,890
7,5,2408,1,56,9,4,1,288
80,2,6055,0,38,5,0,0,775
90,3,2689,0,93,12,5,1,1180
33,2,2405,1,58,13,3,1,38
19,0,6199,0,45,16,2,1,344
6,3,1098,0,89,6,4,1,880
37,1,5979,1,78,7,1,1,1224
47,2,5608,0,59,7,5,1,394
85,3,8541,1,73,10,5,1,56
17,0,7406,0,62,12,1,1,212
87,2,6133,1,60,13,2,1,920
53,4,2418,0,54,8,0,0,43
45,4,1601,0,59,8,5,1,752
85,4,6134,1,34,9,3,1,94
33,4,9503,0,72,12,1,1,774
96,4,7916,0,53,10,2,1,263
37,5,4349,1,47,10,1,1,900
58,2,173,1,75,13,0,0,1141
64,0,3684,1,74,7,4,1,161
96,0,651,0,52,13,2,1,74
68,0,3365,0,58,5,2,1,607
83,1,9643,0,83,12,0,0,1081
23,0,1257,1,41,7,4,1,334
70,5,8317,1,55,9,2,1,550
17,5,8063,0,81,12,1,1,406
9,1,2619,0,34,10,2,1,602
50,0,6171,0,85,14,0,0,348
51,2,2037,0,38,7,5,1,533
16,3,3485,1,63,9,3,1,527
63,1,5071,1,57,8,1,1,814
49,5,4583,1,84,12,2,1,612
8,1,7610,0,57,9,0,0,693
48,1,4418,1,46,9,0,0,1183
57,4,7821,0,48,14,5,1,1003
53,5,5137,1,52,7,3,1,948
7,1,9229,1,47,9,2,1,718
81,1,4116,0,90,12,4,1,1059
43,5,4931,0,68,13,0,0,44
80,0,8533,0,42,9,1,1,27
37,5,8268,0,61,10,3,1,271
18,5,430,1,65,13,4,1,761
93,1,5522,0,77,12,2,1,714
52,4,4546,1,54,8,4,1,27
78,0,5209,1,50,7,0,0,1193
25,3,4530,0,68,7,2,1,1113
47,0,7069,0,69,8,5,1,854
26,3,8937,1,68,15,0,0,778
33,3,5661,0,92,10,2,1,676
70,0,5350,1,61,13,5,1,1088
86,0,411,1,81,12,0,0,683
18,5,3450,0,54,9,2,1,512
26,2,2152,0,45,9,4,1,276
33,5,3963,1,83,8,3,1,669
79,1,8850,0,53,15,4,1,599
25,2,9992,0,38,14,3,1,716
51,5,7366,0,50,10,2,1,733
14,4,529,0,75,11,4,1,106
24,5,1766,1,48,13,3,1,720
100,2,8108,1,52,6,3,1,775
73,1,4242,0,40,5,1,1,573
48,5,583,0,58,12,4,1,1237
93,2,2728,1,59,9,0,0,312
61,4,1364,0,38,6,2,1,282
85,2,3591,0,47,9,0,0,726
40,2,1177,0,73,7,4,1,1069
32,4,571,0,87,6,1,1,364
90,0,7824,1,68,9,2,1,744
75,3,6791,0,60,5,0,0,708
75,1,5727,1,68,13,0,0,182
77,1,1085,0,53,8,4,1,117
33,4,2596,1,49,8,1,1,603
5,0,4575,0,56,6,1,1,1114
24,3,7572,0,81,14,0,0,557
67,4,4749,0,74,12,0,0,179
89,3,6879,0,67,12,3,1,210
25,5,3038,1,35,8,0,0,708
20,1,9520,1,56,6,0,0,28
20,3,2643,1,89,7,4,1,413
18,3,1996,1,62,16,3,1,699
64,2,4209,1,60,7,2,1,600
90,1,4992,0,56,13,0,0,346
14,5,9269,1,60,8,0,0,441
31,0,1412,0,64,13,2,1,465
16,5,6572,1,66,16,2,1,672
37,0,2563,0,42,6,1,1,754
65,2,7498,0,66,6,5,1,86
9,4,3169,1,59,10,2,1,1172
39,4,746,0,52,16,0,0,970
5,0,9563,1,74,12,3,1,199
64,3,9788,0,77,7,4,1,1097
67,4,9839,0,46,13,3,1,175
55,0,8216,0,65,8,3,1,1212
35,4,3170,0,81,8,5,1,946
67,5,5515,1,49,9,3,1,1040
46,1,6582,1,59,11,4,1,199
27,3,3576,0,78,4,3,1,359
32,0,4745,1,43,11,3,1,915
84,1,8285,0,64,12,1,1,213
99,3,8865,0,58,12,1,1,415
45,4,7836,0,72,6,5,1,964
16,1,7467,1,71,9,0,0,685
10,4,4013,1,80,7,2,1,773
45,4,5906,1,63,9,0,0,587
58,1,990,1,60,6,0,0,428
100,1,5500,1,59,7,1,1,1161
44,2,4904,0,49,8,4,1,1059
42,5,8606,1,71,8,4,1,412
62,3,2941,1,53,10,5,1,260
6,4,1563,1,62,5,3,1,894
53,1,7530,1,82,12,4,1,603
57,0,6597,0,64,10,0,0,582
58,1,7823,1,74,9,2,1,1116
47,1,9489,0,87,11,5,1,290
31,0,9690,0,43,6,0,0,941
97,2,1942,0,71,13,3,1,818
96,4,2898,1,67,11,0,0,972
20,4,2225,0,55,9,4,1,294
54,0,6712,1,36,9,4,1,223
7,5,2388,1,83,10,1,1,976
3,2,7800,0,48,13,2,1,1076
99,1,8750,1,45,8,2,1,651
11,3,5370,1,79,10,1,1,680
53,2,8059,0,40,13,0,0,85
71,0,3919,0,86,13,1,1,158
19,0,3144,1,76,8,5,1,617
52,2,3980,0,93,9,2,1,967
49,5,2515,1,78,11,4,1,956
21,1,3982,0,56,14,3,1,31
8,3,5671,0,69,9,0,0,1155
43,4,6094,0,48,11,2,1,12
44,2,2629,0,66,12,2,1,396
36,0,885,0,55,12,2,1,803
71,0,4242,1,69,10,1,1,776
5,4,539,1,77,9,4,1,771
14,2,9501,1,47,11,1,1,896
19,3,8291,0,59,7,5,1,392
69,1,2286,0,81,11,2,1,282
47,2,9364,0,74,9,1,1,683
25,3,6614,1,68,12,5,1,455
81,5,6464,0,57,7,1,1,925
79,4,629,1,47,8,4,1,48
11,2,6543,1,55,9,0,0,943
45,3,399,1,72,6,2,1,1035
85,0,8448,1,49,13,0,0,1029
22,3,909,1,59,14,2,1,345
6,3,1488,0,41,14,2,1,99
54,4,2745,0,35,12,0,0,574
2,5,3567,1,80,15,1,1,33
12,4,7671,0,82,10,4,1,809
21,5,6816,1,74,5,1,1,546
47,2,8056,1,42,13,2,1,465
23,4,4785,0,58,8,5,1,150
19,1,1281,1,37,12,4,1,97
57,1,6571,1,78,9,3,1,1059
43,3,1335,0,56,6,1,1,499
21,5,1506,0,60,10,4,1,152
60,5,3790,0,85,6,1,1,979
40,0,1973,0,56,8,2,1,1205
97,5,761,0,50,11,1,1,572
41,5,7108,0,68,11,0,0,1096
12,4,5187,0,44,6,4,1,412
54,5,5360,1,46,7,5,1,1002
74,3,6458,1,84,13,0,0,278
92,2,6053,1,79,9,1,1,1245
67,4,3515,0,39,6,0,0,90
44,2,496,1,47,12,4,1,1067
40,0,4953,0,82,7,1,1,1215
43,0,9731,0,84,11,1,1,525
57,0,8701,0,84,6,5,1,390
62,0,5554,0,60,9,4,1,167
81,1,5959,0,36,8,3,1,267
81,2,9706,0,77,13,0,0,473
79,2,6672,1,57,10,0,0,28
58,5,7525,0,91,7,1,1,91
93,0,5823,1,66,14,4,1,962
41,4,8801,1,71,10,0,0,679
70,4,5047,0,81,10,2,1,37
60,4,8744,0,78,14,1,1,24
67,2,1566,0,70,7,4,1,434
78,5,217,0,81,8,5,1,475
97,2,6335,0,70,11,5,1,1011
67,1,6392,0,66,6,0,0,786
18,0,8483,1,43,14,2,1,1074
21,2,8482,0,105,12,2,1,870
20,2,9659,0,61,15,5,1,1172
53,1,2718,1,79,7,5,1,446
46,1,1535,0,47,9,1,1,458
35,1,5340,1,58,6,4,1,571
91,3,6354,0,51,15,4,1,843
33,5,772,1,35,7,0,0,1091
3,0,8327,0,42,8,1,1,499
57,4,3958,0,81,7,4,1,520
100,1,2960,0,60,10,5,1,660
83,4,56,0,82,6,0,0,275
91,2,5902,0,75,7,4,1,87
79,5,3218,1,78,12,4,1,383
83,1,8887,0,41,16,2,1,631
16,1,6876,0,89,12,0,0,834
64,5,5505,1,74,12,2,1,471
48,0,7391,1,79,15,2,1,20
91,2,3606,1,45,7,2,1,928
53,1,5037,0,81,10,0,0,1026
39,0,2953,0,65,8,0,0,425
6,3,4338,1,34,12,3,1,43
45,1,8277,1,74,13,0,0,752
52,4,9907,1,46,10,0,0,791
65,5,7434,1,48,6,5,1,524
94,3,5496,0,80,11,1,1,613
75,0,1678,1,67,7,1,1,113
86,4,6936,0,80,12,1,1,1195
90,1,1973,0,58,6,3,1,658
43,4,8055,1,46,12,0,0,1079
29,0,9898,0,36,13,1,1,2
65,1,9132,0,92,5,0,0,1130
31,5,325,0,51,6,1,1,156
57,5,911,0,42,8,5,1,109
31,5,6097,0,69,4,1,1,898
32,5,985,0,86,8,2,1,344
78,4,9201,0,58,7,0,0,685
82,0,9517,1,56,7,1,1,107
86,1,1674,0,71,14,4,1,402
79,5,9908,1,76,4,3,1,413
51,4,6781,1,66,9,1,1,1213
77,5,4787,1,55,8,1,1,948
69,1,5694,1,33,8,2,1,816
45,3,1438,1,51,7,1,1,677
86,1,6465,0,60,6,1,1,333
93,5,1734,1,41,11,2,1,9
67,3,298,1,58,11,5,1,1117
69,3,7704,0,79,8,1,1,286
9,0,3612,0,39,12,0,0,341
42,1,218,0,46,9,5,1,1214
55,4,5125,1,49,11,0,0,146
65,1,1762,0,59,10,4,1,566
100,3,4842,0,46,13,1,1,503
19,3,7147,1,54,14,3,1,402
97,5,9540,1,38,13,1,1,356
92,1,952,0,57,9,4,1,583
35,2,181,0,46,10,1,1,655
1,0,8597,1,37,9,2,1,636
15,3,261,0,43,5,0,0,121
92,1,4379,0,89,7,3,1,58
5,3,393,0,59,6,4,1,596
90,2,9774,0,55,9,1,1,97
65,2,3858,1,38,9,0,0,957
26,1,8894,1,64,13,0,0,1244
7,1,9539,0,48,11,5,1,1129
71,4,4323,0,71,7,5,1,768
72,1,4632,1,55,7,1,1,1239
89,2,3277,1,50,11,1,1,618
2,5,4456,0,44,8,4,1,108
50,2,362,0,61,6,3,1,812
53,4,7678,1,55,8,4,1,733
25,4,395,1,54,13,0,0,574
73,5,9962,0,46,9,4,1,1072
42,4,8901,0,79,14,0,0,815
92,3,9226,0,82,6,1,1,1031
64,5,5662,1,73,11,5,1,975
14,5,4574,1,66,11,2,1,1092
61,1,4256,0,80,9,2,1,157
100,1,9402,1,83,11,0,0,772
7,2,1451,0,85,9,0,0,1046
71,5,7663,1,43,12,4,1,586
23,2,2088,1,35,6,2,1,1164
96,3,9764,0,86,11,0,0,872
58,2,369,0,47,9,1,1,372
80,5,2908,0,55,10,0,0,1134
93,0,7664,0,38,9,1,1,143
90,4,1092,0,87,9,0,0,1035
55,3,1976,0,54,9,3,1,884
39,0,7775,0,83,5,5,1,72
77,5,6984,0,72,13,5,1,987
3,2,4835,1,47,11,2,1,412
43,2,4481,0,51,7,1,1,346
69,3,1103,0,73,11,2,1,233
96,0,793,1,32,12,1,1,802
76,3,6390,1,56,8,4,1,745
41,0,4649,0,45,14,1,1,904
52,5,6149,1,89,9,4,1,664
86,3,733,1,55,6,2,1,944
62,4,2461,0,64,13,2,1,1100
97,3,4668,1,70,15,0,0,653
82,2,2813,1,50,14,2,1,858
59,5,2845,1,87,11,0,0,4
25,4,894,1,62,10,3,1,131
47,0,7214,0,42,9,1,1,816
94,5,9454,1,42,8,4,1,222
37,3,9200,0,52,7,0,0,349
39,0,1726,1,44,6,3,1,861
46,2,5924,1,59,9,0,0,405
31,3,8691,0,43,7,4,1,333
60,2,2648,1,64,8,0,0,1198
98,3,6369,1,76,11,5,1,1058
13,2,7209,0,55,7,5,1,955
57,5,2000,0,63,10,2,1,795
51,4,4226,0,45,13,4,1,283
96,2,3170,0,88,9,0,0,125
64,2,9941,1,60,5,5,1,583
34,5,1452,1,36,6,0,0,53
85,5,5829,0,79,8,0,0,659
22,1,155,1,76,7,2,1,326
49,2,289,1,69,7,2,1,690
94,5,5327,0,73,10,0,0,270
68,5,2042,0,71,14,2,1,164
67,5,3760,1,64,5,3,1,808
30,2,4490,1,48,9,5,1,837
31,5,6469,0,52,6,5,1,811
20,5,7069,0,100,16,3,1,1199
34,5,1118,0,57,13,1,1,1119
6,2,1422,1,54,12,0,0,96
95,1,7447,1,75,16,5,1,631
51,5,2944,1,84,8,1,1,463
30,1,8921,0,60,14,2,1,834
6,2,2349,0,51,12,2,1,779
3,3,3373,0,58,15,0,0,285
97,3,9888,0,75,12,4,1,279
81,1,9995,0,61,6,1,1,1148
5,1,5399,1,50,7,2,1,425
65,5,2039,0,38,12,3,1,643
28,2,6272,0,37,12,2,1,790
62,5,4969,1,47,11,4,1,531
22,5,5516,0,73,9,0,0,302
35,3,7128,0,37,10,5,1,646
65,4,6470,0,36,14,4,1,1242
90,2,2369,0,51,9,0,0,114
51,4,5629,1,85,15,3,1,891
5,3,6180,0,79,12,0,0,973
57,0,3733,0,74,6,4,1,516
40,0,825,0,33,11,2,1,195
74,1,3809,1,83,15,2,1,102
0,0,6798,0,37,11,3,1,723
75,3,427,1,70,7,3,1,167
51,4,9592,1,57,11,3,1,934
18,0,8262,1,73,9,2,1,289
13,5,5232,1,80,14,1,1,1089
50,4,4473,0,53,10,4,1,959
40,3,7156,0,48,13,0,0,936
8,4,9538,1,60,11,0,0,731
57,2,9021,0,28,7,4,1,647
66,2,3887,1,101,12,0,0,1194
6,4,4075,1,76,11,3,1,399
66,5,5987,1,44,9,4,1,888
69,2,4175,0,43,14,3,1,32
82,2,8007,1,57,8,1,1,455
76,0,1229,1,70,9,0,0,8
8,3,4915,1,69,9,4,1,702
97,1,9895,0,63,10,4,1,774
92,1,5071,1,62,16,1,1,1029
40,2,9577,0,64,8,4,1,1244
92,4,9182,1,64,8,4,1,1230
67,0,6536,0,67,10,0,0,40
68,1,6183,1,54,11,2,1,438
59,2,7786,1,64,7,4,1,104
4,5,1408,0,74,11,3,1,273
98,1,300,0,68,12,5,1,680
65,3,9778,1,80,8,4,1,291
25,3,9859,1,89,8,4,1,826
92,5,7677,0,55,8,4,1,144
96,2,6934,0,40,11,1,1,203
93,0,1363,1,64,10,4,1,1197
3,0,1675,1,71,7,0,0,917
46,1,83,0,62,8,5,1,56
10,0,3992,1,48,10,0,0,113
32,1,9988,0,74,15,3,1,813
74,1,6281,1,67,10,3,1,551
29,0,5233,1,74,13,2,1,931
45,3,1553,1,79,8,3,1,103
31,4,9077,1,53,7,1,1,1180
39,3,1543,1,40,6,3,1,16
39,2,7941,1,73,9,1,1,470
2,5,6138,0,60,14,0,0,600
79,1,3710,0,80,11,4,1,689
45,3,8848,0,68,7,0,0,290
22,0,1967,1,60,8,2,1,9
20,3,1654,0,43,8,3,1,575
73,4,3921,1,94,11,4,1,783
75,0,6080,0,40,11,0,0,637
67,0,3666,0,55,9,0,0,481
44,0,8015,1,46,10,1,1,104
36,1,6105,1,67,10,3,1,331
38,0,2789,1,51,5,5,1,678
89,3,2186,0,54,6,1,1,710
88,4,7985,1,85,11,2,1,455
6,0,4901,0,89,15,2,1,296
51,0,8534,1,83,7,5,1,346
54,5,4283,1,57,7,2,1,548
29,3,4293,0,54,10,2,1,1131
72,2,7171,1,66,9,4,1,1126
83,2,3535,0,65,18,0,0,603
37,1,409,1,70,15,4,1,83
90,0,9961,0,84,5,0,0,102
85,3,5999,0,49,15,4,1,1001
51,5,5713,0,55,7,3,1,863
72,0,5282,1,66,13,2,1,212
80,3,456,0,47,11,5,1,367
79,4,3681,0,90,7,4,1,889
14,5,7236,1,93,10,0,0,901
31,5,6778,1,48,9,2,1,645
46,4,278,0,92,8,1,1,585
1,2,2894,0,77,6,0,0,382
73,2,2755,1,42,9,2,1,1025
12,2,1023,1,78,9,2,1,32
97,4,8288,1,74,13,1,1,375
66,1,1311,1,69,3,0,0,590
5,4,4260,1,79,11,1,1,434
5,0,6525,1,54,8,2,1,364
60,3,6122,0,41,8,0,0,132
44,2,4283,1,54,8,1,1,797
47,2,8322,0,72,10,2,1,548
85,4,4460,1,84,6,3,1,575
97,4,5772,1,71,7,5,1,497
20,4,32,0,66,9,3,1,626
64,0,9518,1,39,5,4,1,421
6,4,5458,1,49,6,3,1,723
89,5,5922,0,83,8,2,1,356
36,5,243,0,57,13,4,1,76
37,0,4346,0,99,14,0,0,435
72,0,9932,1,67,6,2,1,362
64,0,3133,0,88,8,1,1,715
21,2,1938,1,56,12,2,1,187
22,3,9408,0,76,7,1,1,757
33,4,1641,0,70,8,1,1,1179
68,2,4558,1,85,9,5,1,529
71,0,5204,1,75,8,4,1,1119
18,1,803,0,81,7,5,1,408
42,3,9301,1,66,12,0,0,307
88,5,5859,1,54,15,1,1,687
61,5,5490,0,77,11,5,1,1193
56,2,7384,1,46,13,5,1,420
59,2,3667,1,45,8,2,1,337
18,4,7037,1,40,9,0,0,304
75,2,7732,0,53,12,4,1,886
15,0,5859,1,51,13,2,1,1066
65,3,3319,1,38,7,2,1,360
5,4,47,1,61,14,0,0,763
30,1,9658,1,73,9,3,1,131
91,1,3421,0,59,6,0,0,1211
53,4,7739,1,60,9,2,1,907
52,3,7767,0,55,18,1,1,1110
68,5,7271,1,75,3,3,1,720
67,4,8527,1,42,14,0,0,393
48,5,1125,0,74,8,5,1,107
52,5,3086,1,62,9,2,1,946
5,4,8075,0,69,13,5,1,117
38,4,502,1,69,8,5,1,682
21,5,7556,0,43,7,1,1,1147
54,2,1475,0,38,8,2,1,1163
69,2,9951,0,37,13,4,1,540
59,1,6930,0,77,6,1,1,1158
99,2,1422,0,61,14,1,1,471
71,5,3661,1,83,10,3,1,488
57,1,3726,1,35,10,5,1,559
10,0,319,0,29,13,3,1,1221
56,0,2470,1,82,9,1,1,451
15,5,9896,0,43,6,3,1,959
34,3,8587,0,53,12,3,1,895
99,4,1844,1,79,6,3,1,571
7,1,9560,1,40,15,4,1,41
1,4,3,1,78,13,2,1,1081
41,4,4468,1,43,12,0,0,987
93,0,8297,0,75,11,2,1,511
90,4,5968,1,68,9,3,1,82
4,0,3433,0,61,10,4,1,549
44,3,1683,1,61,13,2,1,1047
18,5,3906,0,34,13,4,1,660
14,2,4840,1,86,13,3,1,1065
25,4,4676,1,75,12,1,1,838
90,0,8429,1,64,8,2,1,341
96,5,726,0,72,10,2,1,771
61,5,8716,1,35,12,4,1,478
29,5,2045,1,88,6,3,1,258
94,0,7474,0,62,13,1,1,976
16,0,7294,0,85,9,5,1,1108
4,0,8321,0,69,7,2,1,290
92,4,4732,1,31,9,1,1,78
10,2,5698,1,49,7,0,0,869
92,2,667,1,73,7,5,1,1225
92,5,6568,1,39,9,2,1,1137
15,4,8883,0,81,6,2,1,772
63,5,919,1,91,7,4,1,970
94,0,4726,1,66,7,0,0,1116
41,0,2854,0,48,11,4,1,596
71,0,2745,1,43,7,2,1,702
83,5,1892,1,68,6,3,1,295
44,4,1001,1,44,5,1,1,27
19,1,9409,0,60,7,1,1,730
5,1,2689,0,66,8,4,1,835
62,3,4435,0,62,6,3,1,839
38,2,1004,0,41,13,3,1,566
48,5,7305,1,38,11,4,1,289
84,3,4475,1,37,14,1,1,626
74,4,1913,0,69,14,0,0,261
0,4,9933,0,48,7,0,0,1234
95,4,6171,1,48,5,1,1,265
41,4,8732,0,56,15,4,1,476
62,2,4279,1,66,9,1,1,486
37,2,8476,0,48,10,1,1,675
74,5,2456,1,43,10,0,0,228
16,3,8141,1,64,8,5,1,894
28,1,5772,1,85,10,1,1,452
18,1,9512,0,60,10,4,1,857
26,1,4589,0,63,8,4,1,1153
28,5,3211,1,87,10,2,1,378
67,4,4760,0,67,8,0,0,1023
59,4,7010,0,76,11,3,1,1018
94,0,4533,0,49,6,3,1,853
40,2,4515,0,55,7,1,1,920
40,0,6358,0,75,7,0,0,98
32,4,7434,0,42,9,3,1,521
64,0,4615,1,87,7,5,1,14
44,4,6333,1,70,11,3,1,703
28,4,4721,0,63,11,2,1,383
61,3,8853,0,82,13,4,1,115
25,0,4252,1,64,7,4,1,570
64,3,676,1,44,9,3,1,767
29,3,9217,0,44,12,3,1,71
97,4,7385,0,37,8,3,1,488
53,2,9219,1,84,10,2,1,774
35,1,3616,1,58,6,5,1,694
60,0,5063,0,77,8,1,1,745
71,1,3436,1,68,13,2,1,722
46,5,6210,1,77,9,2,1,257
96,5,2958,0,63,8,0,0,96
94,2,1985,0,70,14,3,1,16
36,3,2760,0,41,14,0,0,794
57,1,3672,1,64,16,2,1,325
21,4,700,0,74,8,5,1,768
20,4,5411,1,58,9,0,0,284
94,2,618,0,55,10,0,0,534
6,2,3863,1,71,8,3,1,601
32,5,2289,1,35,10,1,1,552
0,2,8428,0,77,6,1,1,198
37,5,5100,0,70,7,1,1,873
12,1,9297,1,74,9,3,1,328
48,1,9175,1,62,13,1,1,592
36,5,5621,0,81,14,3,1,369
11,3,6713,0,70,11,1,1,1234
79,2,8007,1,80,14,5,1,865
4,2,6748,0,73,12,0,0,207
26,1,2942,0,78,11,2,1,859
26,5,750,1,72,12,1,1,560
25,0,9343,1,80,8,1,1,459
78,4,8840,0,83,9,2,1,1012
43,2,5876,0,67,12,1,1,456
24,2,4941,1,89,10,0,0,767
86,2,5248,1,51,8,3,1,622
8,3,4264,1,64,13,0,0,892
89,2,2491,0,95,9,0,0,299
9,0,9498,1,68,13,5,1,1095
67,2,8134,1,74,12,5,1,34
56,0,1401,0,47,7,0,0,774
69,0,8691,0,36,6,2,1,498
44,3,7305,0,40,5,2,1,444
79,0,7058,0,70,11,5,1,192
94,1,6724,1,79,10,0,0,1136
87,1,3157,1,66,12,1,1,297
38,2,5518,0,62,6,4,1,286
54,5,4130,0,76,11,5,1,631
39,0,9516,1,79,4,0,0,708
41,4,1364,1,60,13,0,0,992
2,2,8931,1,71,7,4,1,839
79,2,8383,0,78,10,2,1,360
71,0,1032,0,37,15,1,1,935
65,0,5785,1,76,9,2,1,597
16,4,89,0,60,13,0,0,244
84,4,6700,1,86,8,4,1,982
40,2,4221,0,74,13,4,1,932
52,0,2055,1,38,6,4,1,1243
71,4,2182,1,60,10,2,1,480
7,0,4616,0,59,11,4,1,1105
30,0,9631,0,41,12,3,1,184
46,2,9970,1,60,8,2,1,153
11,4,5537,1,63,8,0,0,957
33,1,9618,1,79,15,4,1,978
39,2,1908,0,54,11,0,0,88
37,0,4554,1,103,8,1,1,658
86,5,4902,1,74,11,1,1,1112
19,3,9739,0,58,8,4,1,444
59,0,6368,1,51,8,4,1,766
38,4,395,1,49,7,2,1,1025
53,5,144,1,49,13,3,1,609
90,3,4305,1,39,9,3,1,156
67,3,1371,0,38,12,5,1,1200
78,5,6875,1,59,6,0,0,130
10,4,8609,1,59,7,1,1,175
86,2,4500,1,56,8,3,1,641
56,2,775,0,75,9,1,1,433
56,1,397,0,60,11,1,1,134
19,5,6139,0,75,10,2,1,938
88,1,6091,1,76,6,0,0,553
67,4,2417,0,53,6,5,1,201
7,3,9459,1,58,6,0,0,212
1,5,9189,0,80,13,4,1,475
78,0,6820,0,73,8,0,0,211
56,0,7293,0,66,12,0,0,955
12,1,3719,0,43,7,0,0,556
46,0,8306,0,57,6,5,1,479
27,1,2645,0,67,13,5,1,793
78,5,6427,0,64,8,4,1,135
86,5,1910,0,57,8,2,1,157
76,0,9242,1,48,6,0,0,848
14,2,9882,1,72,10,2,1,1238
4,5,8530,1,36,9,2,1,649
26,0,4138,1,62,5,4,1,755
70,4,7784,0,70,10,2,1,371
71,2,744,1,56,11,2,1,651
58,1,4474,1,46,15,3,1,310
9,3,4550,0,43,11,4,1,649
61,4,3448,0,36,17,3,1,1200
44,3,9819,1,48,9,1,1,839
11,0,1643,0,61,7,1,1,1093
18,1,6834,0,72,8,5,1,182
93,5,2146,0,56,14,4,1,782
75,5,7170,0,60,11,5,1,390
8,5,5795,0,30,13,4,1,392
32,5,8353,1,54,8,4,1,878
63,5,651,0,39,6,5,1,1118
95,1,237,1,77,7,5,1,1171
71,3,4356,0,52,7,2,1,137
41,3,5233,0,59,17,1,1,715
80,5,9712,0,34,8,4,1,1196
3,5,3212,0,66,10,0,0,1204
31,1,4419,0,67,13,4,1,98
41,4,9031,0,98,8,3,1,866
99,5,4109,1,51,10,4,1,170
59,1,3634,0,56,13,0,0,179
49,3,3788,0,80,8,2,1,319
2,1,9508,0,49,7,5,1,16
16,0,8072,1,48,11,2,1,526
94,0,9754,0,93,15,3,1,665
6,5,27,0,69,9,3,1,446
95,5,1397,1,40,7,1,1,1135
80,1,1917,0,29,6,3,1,753
89,2,3484,1,39,7,3,1,121
66,0,6067,0,65,9,3,1,1242
43,5,3399,1,92,15,0,0,397
81,2,7504,1,52,7,5,1,1163
43,0,135,1,55,8,0,0,782
38,1,464,1,83,11,4,1,246
37,4,7707,1,59,6,5,1,323
38,4,1114,0,90,13,4,1,370
71,4,9720,0,91,7,1,1,1068
80,2,1017,0,35,9,0,0,1198
36,1,7007,1,35,7,2,1,852
69,5,4589,1,70,7,0,0,781
26,4,3851,0,86,11,3,1,503
46,5,2031,0,87,5,1,1,1051
89,2,6302,0,62,12,1,1,1119
34,5,3395,0,55,8,5,1,1095
97,5,6423,1,76,14,2,1,18
51,0,6742,0,70,12,3,1,573
20,1,5923,1,70,5,3,1,51
65,5,2236,0,82,10,1,1,878
36,3,363,1,91,6,1,1,1114
60,2,4454,1,45,13,1,1,577
0,5,4976,0,40,7,0,0,928
28,4,4125,0,68,10,3,1,240
90,5,4524,1,35,12,4,1,1142
70,2,161,1,32,11,0,0,442
77,4,5437,0,47,13,1,1,365
59,5,194,1,73,14,3,1,1225
65,0,3522,1,73,14,1,1,641
9,1,4511,0,79,9,2,1,1016
68,2,7084,0,76,11,1,1,695
58,5,6923,1,47,7,0,0,11
11,0,1534,0,32,6,2,1,796
94,5,6237,1,91,12,1,1,617
64,1,3976,1,71,16,4,1,39
59,0,5168,0,82,7,0,0,918
52,5,5066,1,62,9,1,1,1083
93,0,5742,1,53,11,3,1,10
20,2,8759,1,55,8,2,1,711
33,1,1434,0,80,6,3,1,159
28,2,1648,1,51,10,3,1,46
29,2,6400,0,60,14,2,1,634
6,1,2096,0,82,13,0,0,817
19,3,355,0,92,9,0,0,492
80,1,4766,1,43,7,3,1,480
6,4,6659,1,53,7,0,0,69
52,0,4638,1,84,9,4,1,879
44,5,7945,1,35,6,2,1,1103
18,3,2155,1,82,15,2,1,202
28,0,43,0,80,7,2,1,658
53,2,216,0,56,7,5,1,66
30,2,9432,0,33,6,3,1,1099
27,4,1636,0,74,10,4,1,64
