user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label,cluster,is_anomaly
865041,54,4,5941,1,54,19,5,1,328,0,-1,1
751000,82,5,9128,0,72,16,5,1,328,0,-1,1
710253,5,4,5241,1,33,15,0,0,801,0,-1,1
639258,58,4,8512,0,83,16,5,1,464,0,-1,1
240317,84,0,7398,1,63,16,3,1,47,1,-1,1
574270,0,0,9696,1,88,7,0,0,467,0,-1,1
324913,96,3,8007,1,31,7,0,0,1234,0,-1,1
840106,92,0,9123,1,30,18,2,1,1154,0,-1,1
239895,6,4,9904,0,66,16,1,1,885,0,-1,1
321375,9,1,6290,1,34,16,5,1,1113,0,-1,1
944396,27,2,7524,0,76,17,3,1,1079,1,-1,1
256100,86,0,2998,0,95,16,1,1,868,1,-1,1
416691,0,3,2011,0,85,4,5,1,183,0,-1,1
856799,8,4,2251,1,102,14,2,1,818,0,-1,1
384384,1,5,7922,0,97,8,1,1,278,0,-1,1
943455,61,2,3743,1,91,16,2,1,1060,0,-1,1
558446,99,5,5667,1,79,17,1,1,671,0,-1,1
603043,77,4,9101,1,58,20,4,1,1005,1,-1,1
985356,86,0,1090,1,67,16,2,1,826,0,-1,1
568751,6,4,163,1,50,16,1,1,1019,0,-1,1
292265,97,5,8349,0,78,8,0,0,392,1,-1,1
972910,6,0,3933,0,81,17,0,0,882,1,-1,1
965626,77,2,1390,0,104,6,2,1,774,1,-1,1
270532,6,5,1420,1,83,3,0,0,850,0,-1,1
515683,99,3,6666,0,87,14,1,1,675,0,-1,1
906100,72,0,9311,1,47,16,3,1,1092,0,-1,1
668749,100,2,3195,0,79,15,1,1,1170,0,-1,1
744966,38,0,8954,1,88,13,0,0,1121,1,-1,1
699172,43,3,413,0,97,12,0,0,154,0,-1,1
164302,74,1,4439,1,38,17,0,0,173,0,-1,1
927053,9,5,6154,1,90,16,0,0,436,0,-1,1
951611,96,4,7206,0,60,13,0,0,1231,0,-1,1
910862,46,2,4807,0,77,19,4,1,1221,1,-1,1
763424,33,2,4225,1,100,6,0,0,51,0,-1,1
642744,69,3,4762,0,42,15,0,0,719,1,-1,1
641623,6,5,7584,0,93,15,2,1,596,0,-1,1
975372,85,1,4408,0,97,14,1,1,317,1,-1,1
654778,100,2,2956,1,44,16,5,1,604,0,-1,1
139333,6,3,4081,1,97,5,3,1,89,1,-1,1
595812,24,1,9842,0,60,15,2,1,34,1,-1,1
124966,74,3,9039,1,46,18,5,1,717,1,-1,1
349921,28,1,8900,1,82,15,0,0,1100,1,-1,1
329528,41,5,7376,1,98,11,4,1,25,0,-1,1
413550,38,5,4167,1,49,16,0,0,302,0,-1,1
918316,98,5,4073,1,33,15,3,1,31,1,-1,1
744077,8,5,5119,0,98,11,1,1,404,0,-1,1
875871,52,4,2371,0,98,6,0,0,37,1,-1,1
743987,8,2,7958,1,42,19,1,1,880,0,-1,1
967781,5,4,2228,1,35,15,4,1,291,1,-1,1
563388,0,3,5148,1,32,6,0,0,1245,0,-1,1
844419,33,4,6636,0,27,13,5,1,1143,1,-1,1
710558,39,1,1270,1,47,16,3,1,712,0,-1,1
439426,72,2,1603,0,37,16,4,1,559,1,-1,1
724881,78,5,3230,0,72,16,1,1,333,1,-1,1
647274,64,5,1042,0,31,14,5,1,1058,0,-1,1
811422,0,0,9893,0,67,10,0,0,764,0,-1,1
199456,59,3,5535,1,79,18,4,1,671,1,-1,1
890404,92,4,3574,0,58,18,0,0,768,0,-1,1
700378,70,5,2764,1,72,16,0,0,695,1,-1,1
266244,1,0,330,1,81,11,5,1,4,1,-1,1
160201,3,3,1134,0,98,8,1,1,1073,1,-1,1
114681,96,3,651,0,79,15,5,1,1125,0,-1,1
635685,65,5,7537,1,27,16,1,1,534,1,-1,1
795108,91,0,606,1,39,8,0,0,853,1,-1,1
295742,99,0,6041,0,36,9,0,0,547,0,-1,1
597233,6,5,1497,1,40,12,2,1,1163,0,-1,1
431535,24,0,121,1,59,14,0,0,1089,0,-1,1
863790,80,5,7106,0,52,18,2,1,1063,1,-1,1
549224,68,1,1196,1,106,8,3,1,173,0,-1,1
559798,36,4,2220,0,57,17,4,1,396,0,-1,1
901457,4,0,9917,0,89,13,0,0,1175,1,-1,1
312803,4,3,49,1,80,6,0,0,1186,1,-1,1
901248,99,5,3067,0,89,5,1,1,164,0,-1,1
697258,7,2,2498,0,90,6,5,1,36,0,-1,1
569103,4,0,413,0,85,15,0,0,1149,1,-1,1
299707,3,1,8688,0,52,15,1,1,1193,1,-1,1
636482,98,0,9356,0,48,7,0,0,246,1,-1,1
913088,35,4,5512,1,62,16,0,0,448,1,-1,1
179058,26,3,9763,1,38,15,3,1,550,1,-1,1
665486,100,1,50,0,92,11,1,1,5,0,-1,1
576695,16,0,1916,1,91,7,0,0,350,1,-1,1
587102,67,4,958,0,67,18,5,1,215,1,-1,1
108562,61,1,89,0,30,14,0,0,886,0,-1,1
916964,41,3,9101,1,32,14,0,0,335,0,-1,1
642205,92,3,2808,1,59,18,4,1,793,1,-1,1
216916,68,0,7582,0,74,15,0,0,871,1,-1,1
267652,34,1,2274,1,55,16,0,0,239,1,-1,1
809611,76,0,139,1,86,9,0,0,1135,1,-1,1
991327,35,5,5505,1,63,16,1,1,199,1,-1,1
783144,74,0,438,1,95,13,1,1,206,0,-1,1
585936,47,2,9329,1,37,15,5,1,21,0,-1,1
613007,43,5,2219,1,103,12,4,1,304,0,-1,1
426725,40,0,8198,0,35,15,5,1,1063,1,-1,1
411972,95,1,4424,1,88,7,0,0,1165,0,-1,1
904672,57,1,9621,0,98,10,1,1,632,0,-1,1
678153,9,1,9731,0,34,12,5,1,1171,1,-1,1
710587,42,5,5380,0,50,16,1,1,904,1,-1,1
809651,60,4,6649,0,92,16,4,1,23,1,-1,1
540931,1,5,4059,1,94,6,0,0,896,1,-1,1
559248,19,4,50,1,99,14,4,1,809,0,-1,1
997969,2,0,7894,0,71,15,5,1,1023,0,-1,1
249786,77,0,1654,1,43,13,0,0,1065,1,-1,1
598521,64,4,6263,1,61,18,4,1,1219,0,-1,1
369998,22,4,9430,1,77,14,0,0,249,0,-1,1
482296,1,4,951,1,79,7,0,0,648,1,-1,1
693267,1,2,9016,1,95,7,2,1,706,1,-1,1
214620,88,1,4934,0,90,17,4,1,526,1,-1,1
697118,21,3,5338,1,48,17,2,1,972,1,-1,1
280181,2,0,5085,1,90,16,5,1,467,0,-1,1
214239,49,4,1782,0,65,15,0,0,1163,1,-1,1
681443,2,1,6313,1,45,15,0,0,1108,1,-1,1
737042,87,1,7741,1,48,18,5,1,1096,1,-1,1
889153,0,5,8689,0,47,14,5,1,259,0,-1,1
158935,40,0,2572,0,36,5,1,1,1143,1,-1,1
713852,10,3,1023,0,97,6,5,1,529,0,-1,1
944737,13,0,2968,1,55,19,0,0,1003,1,-1,1
157683,36,0,8346,0,45,16,0,0,694,0,-1,1
559111,26,1,188,0,78,16,1,1,216,0,-1,1
356284,1,0,2858,0,33,7,5,1,80,1,-1,1
559295,11,5,9293,1,59,15,3,1,1116,1,-1,1
258448,10,0,9099,0,32,11,0,0,313,0,-1,1
303110,40,5,5575,1,40,14,0,0,128,0,-1,1
326971,64,5,3906,1,98,13,0,0,777,0,-1,1
404500,93,0,2135,1,37,11,4,1,1214,0,-1,1
289116,31,1,8472,1,62,17,4,1,923,1,-1,1
284172,36,3,8,0,48,16,5,1,688,0,-1,1
614861,28,2,9639,0,38,15,4,1,879,0,-1,1
439333,60,1,1236,0,63,17,4,1,915,0,-1,1
597964,69,0,9992,1,32,16,5,1,80,0,-1,1
282979,5,0,5308,1,38,12,0,0,59,1,-1,1
326377,5,5,1347,1,77,13,0,0,78,1,-1,1
344653,94,1,5830,1,55,5,0,0,912,0,-1,1
524383,7,0,4063,1,38,13,0,0,126,1,-1,1
947047,28,5,8827,0,89,9,2,1,59,1,-1,1
471503,93,0,7942,1,79,15,3,1,982,0,-1,1
406027,0,2,1643,1,69,14,0,0,960,1,-1,1
343677,41,1,6600,1,36,10,0,0,278,0,-1,1
944315,65,0,8808,0,36,16,5,1,1093,1,-1,1
163460,89,0,2773,0,35,9,0,0,675,1,-1,1
345637,7,5,595,0,67,17,4,1,329,0,-1,1
211945,14,1,1413,0,94,8,3,1,49,0,-1,1
872305,30,5,3922,1,53,18,3,1,500,1,-1,1
161600,25,3,4131,1,83,14,0,0,106,0,-1,1
255752,16,5,787,0,85,17,5,1,476,0,-1,1
539762,26,0,3329,0,98,14,3,1,854,1,-1,1
126777,20,1,8370,0,84,14,5,1,1244,0,-1,1
185231,76,1,5535,0,99,14,1,1,563,1,-1,1
990434,93,5,8507,1,87,4,1,1,1239,1,-1,1
346716,89,5,3390,0,104,7,1,1,279,0,-1,1
604869,6,0,334,1,84,5,1,1,275,1,-1,1
543830,4,5,4920,1,94,15,0,0,1017,1,-1,1
723156,69,2,9586,1,93,15,1,1,590,1,-1,1
726189,82,3,8065,1,42,16,0,0,817,1,-1,1
636660,55,0,2966,0,82,15,2,1,1081,1,-1,1
428467,12,2,3023,1,78,17,2,1,612,1,-1,1
260723,10,4,5420,0,104,13,2,1,355,1,-1,1
781984,3,5,6517,1,101,5,5,1,838,1,-1,1
393688,54,3,6285,1,42,17,4,1,1167,1,-1,1
274758,92,2,3259,1,75,4,0,0,733,0,-1,1
813562,68,0,5674,1,52,16,3,1,135,0,-1,1
908547,47,4,9347,0,51,19,5,1,836,0,-1,1
630264,76,2,5767,1,51,16,3,1,1088,0,-1,1
523436,88,1,4628,0,66,16,2,1,1214,0,-1,1
390084,81,4,8190,0,42,17,2,1,733,0,-1,1
697186,25,5,1598,1,53,5,0,0,1208,1,-1,1
109612,5,5,9977,1,88,11,4,1,348,0,-1,1
151807,22,5,6120,1,87,18,1,1,21,0,-1,1
455288,99,0,9888,1,78,11,0,0,1212,1,-1,1
259682,41,1,9294,0,105,12,3,1,1123,0,-1,1
702925,41,3,1912,0,34,17,2,1,701,1,-1,1
321636,34,3,4941,0,42,16,4,1,615,1,-1,1
351772,12,1,9760,1,47,13,0,0,248,0,-1,1
451367,75,0,8982,0,99,7,1,1,1125,0,-1,1
955256,3,5,5355,1,71,15,4,1,104,0,-1,1
723810,93,2,6607,0,83,16,0,0,524,0,-1,1
463654,53,5,5203,0,96,6,1,1,967,1,-1,1
775447,69,0,6875,0,50,4,1,1,10,0,-1,1
319328,20,1,4008,0,67,17,5,1,463,1,-1,1
916809,90,5,4250,0,86,5,0,0,659,1,-1,1
726727,66,5,2907,0,87,16,2,1,75,1,-1,1
560449,32,3,64,1,31,16,3,1,1221,1,-1,1
993241,70,5,7316,1,48,14,0,0,977,1,-1,1
541601,36,1,9325,0,68,17,3,1,788,0,-1,1
703661,99,2,550,1,92,5,4,1,340,1,-1,1
925342,33,5,4138,0,94,7,0,0,1236,1,-1,1
299676,63,5,3665,0,92,9,0,0,1145,0,-1,1
427037,22,4,252,1,93,17,2,1,293,1,-1,1
265216,96,4,64,1,94,10,1,1,1131,0,-1,1
786992,99,4,9235,0,42,16,1,1,1231,1,-1,1
955119,92,0,8593,0,100,9,5,1,1121,1,-1,1
182451,85,0,8720,0,84,16,3,1,702,0,-1,1
921771,57,1,3842,0,95,15,3,1,312,1,-1,1
749579,33,5,59,1,65,14,0,0,788,1,-1,1
502015,99,2,6482,0,37,11,0,0,9,1,-1,1
815393,19,5,5820,1,59,21,3,1,323,1,-1,1
870297,61,4,5002,1,96,14,0,0,1134,0,-1,1
610176,63,0,5161,0,99,14,1,1,671,1,-1,1
443634,40,4,4716,0,110,9,0,0,648,0,-1,1
283131,94,4,6995,0,55,14,0,0,1090,1,-1,1
829177,75,3,1295,1,93,19,0,0,306,1,-1,1
446846,57,0,966,0,107,10,5,1,742,0,-1,1
601508,62,5,6270,1,72,18,5,1,798,0,-1,1
149534,78,4,7874,1,89,13,1,1,136,0,-1,1
238806,90,2,2175,1,88,14,0,0,810,0,-1,1
766431,83,0,7643,1,47,18,4,1,447,0,-1,1
603652,51,5,5075,0,86,16,0,0,508,1,-1,1
138813,5,0,7684,1,102,13,5,1,58,0,-1,1
473380,25,3,1152,1,64,17,2,1,213,0,-1,1
890794,20,0,6589,0,83,16,1,1,97,0,-1,1
537153,30,3,766,1,34,17,5,1,820,0,-1,1
990535,85,1,7538,0,79,16,0,0,786,0,-1,1
194313,66,4,5667,1,101,13,0,0,419,0,-1,1
879511,87,3,9985,1,70,5,0,0,152,1,-1,1
670447,96,0,1966,0,39,15,0,0,560,0,-1,1
470699,29,5,6830,1,77,16,5,1,188,1,-1,1
591801,86,5,8526,1,32,13,0,0,444,1,-1,1
497963,2,4,9878,1,39,14,4,1,1016,0,-1,1
485137,6,4,4841,1,78,16,4,1,1166,0,-1,1
997560,86,0,3474,1,38,16,0,0,684,1,-1,1
618897,15,3,9592,0,71,16,0,0,917,1,-1,1
914895,90,2,271,0,52,16,1,1,723,0,-1,1
732722,70,5,6811,0,64,17,2,1,95,0,-1,1
314701,90,1,4914,1,32,6,5,1,1190,0,-1,1
215280,33,0,1345,0,41,16,1,1,1021,1,-1,1
440288,4,0,6716,1,98,6,3,1,995,1,-1,1
611287,22,3,1158,1,78,15,0,0,963,0,-1,1
207863,1,3,36,1,95,10,3,1,952,1,-1,1
268986,88,3,6211,0,32,14,0,0,574,1,-1,1
651112,11,1,9139,1,80,18,3,1,1173,1,-1,1
889988,98,3,169,0,101,6,4,1,558,1,-1,1
955110,5,1,4583,0,42,15,5,1,129,1,-1,1
340148,32,5,6957,0,54,14,0,0,1191,0,-1,1
439254,98,2,1413,1,43,15,0,0,123,1,-1,1
239026,66,2,216,1,95,5,5,1,593,0,-1,1
638392,5,5,360,0,48,15,4,1,1098,1,-1,1
280427,20,4,9949,0,99,14,4,1,765,0,-1,1
663177,84,2,2009,0,39,18,1,1,748,1,-1,1
974444,0,3,1388,0,95,8,0,0,1151,0,-1,1
273141,79,0,3649,0,32,8,0,0,696,1,-1,1
375612,100,5,813,1,95,8,1,1,1028,0,-1,1
290720,75,3,9943,1,84,17,2,1,407,1,-1,1
280446,7,3,9235,1,48,16,0,0,764,0,-1,1
375137,86,5,4894,0,89,16,4,1,574,0,-1,1
721352,57,5,2786,0,91,13,0,0,1182,1,-1,1
953810,12,1,8870,1,78,16,3,1,194,0,-1,1
441339,85,1,5349,1,39,5,0,0,749,1,-1,1
436454,12,5,8769,0,54,17,3,1,677,0,-1,1
568115,2,4,1111,1,89,9,0,0,665,1,-1,1
532695,67,5,1794,1,79,16,1,1,189,0,-1,1
306729,15,5,9200,0,62,16,5,1,411,0,-1,1
366567,70,3,803,1,52,15,0,0,689,1,-1,1
437194,92,0,1427,1,37,16,4,1,1054,1,-1,1
774188,91,3,9971,0,87,10,0,0,50,0,-1,1
700514,40,0,5355,1,93,14,1,1,1238,0,-1,1
692478,48,5,5724,0,101,6,1,1,181,0,-1,1
777773,98,1,2067,1,44,13,0,0,57,0,-1,1
184441,19,0,6199,0,45,16,2,1,344,1,-1,1
256493,58,2,173,1,75,13,0,0,1141,1,-1,1
666510,39,4,746,0,52,16,0,0,970,1,-1,1
740912,2,5,3567,1,80,15,1,1,33,0,-1,1
779142,20,2,9659,0,61,15,5,1,1172,0,-1,1
123384,48,0,7391,1,79,15,2,1,20,1,-1,1
560767,29,0,9898,0,36,13,1,1,2,1,-1,1
296840,97,5,9540,1,38,13,1,1,356,0,-1,1
684244,20,5,7069,0,100,16,3,1,1199,1,-1,1
283359,40,0,825,0,33,11,2,1,195,0,-1,1
409931,66,2,3887,1,101,12,0,0,1194,0,-1,1
448598,92,1,5071,1,62,16,1,1,1029,0,-1,1
509519,10,0,3992,1,48,10,0,0,113,0,-1,1
362969,2,5,6138,0,60,14,0,0,600,1,-1,1
735105,6,0,4901,0,89,15,2,1,296,1,-1,1
304024,83,2,3535,0,65,18,0,0,603,1,-1,1
387577,37,1,409,1,70,15,4,1,83,1,-1,1
895407,90,0,9961,0,84,5,0,0,102,1,-1,1
410042,66,1,1311,1,69,3,0,0,590,0,-1,1
513344,37,0,4346,0,99,14,0,0,435,1,-1,1
544155,5,4,47,1,61,14,0,0,763,0,-1,1
903321,52,3,7767,0,55,18,1,1,1110,1,-1,1
416322,68,5,7271,1,75,3,3,1,720,1,-1,1
244001,10,0,319,0,29,13,3,1,1221,1,-1,1
919643,44,4,1001,1,44,5,1,1,27,0,-1,1
723010,56,0,1401,0,47,7,0,0,774,0,-1,1
293517,39,0,9516,1,79,4,0,0,708,1,-1,1
753551,71,0,1032,0,37,15,1,1,935,0,-1,1
798774,37,0,4554,1,103,8,1,1,658,1,-1,1
296055,61,4,3448,0,36,17,3,1,1200,0,-1,1
477161,8,5,5795,0,30,13,4,1,392,1,-1,1
373611,41,3,5233,0,59,17,1,1,715,0,-1,1
174856,94,0,9754,0,93,15,3,1,665,1,-1,1
823792,43,5,3399,1,92,15,0,0,397,1,-1,1
688032,71,4,9720,0,91,7,1,1,1068,0,-1,1
147513,97,5,6423,1,76,14,2,1,18,0,-1,1
962002,70,2,161,1,32,11,0,0,442,0,-1,1
399891,46,0,4556,0,67,16,3,1,250,0,-1,1
640674,49,1,6033,0,53,16,2,1,1204,1,-1,1
380139,82,1,3709,0,42,15,0,0,718,0,-1,1
750199,54,2,351,1,73,16,3,1,1000,0,-1,1
565778,37,1,6982,1,38,17,5,1,906,0,-1,1
452724,66,4,752,1,44,19,3,1,646,0,-1,1
774203,22,5,1297,1,90,15,1,1,42,0,-1,1
707982,4,0,4260,0,32,6,1,1,348,0,-1,1
477743,62,0,3816,1,102,7,3,1,986,1,-1,1
734773,67,5,9663,1,84,14,3,1,1200,1,-1,1
836785,39,4,6645,1,34,16,2,1,66,1,-1,1
678944,62,5,3495,0,100,12,2,1,10,1,-1,1
388129,72,2,9908,0,101,5,4,1,753,1,-1,1
846016,95,1,9889,0,38,13,3,1,1115,1,-1,1
935369,85,3,3670,1,106,11,0,0,182,0,-1,1
268716,97,1,3052,0,93,6,0,0,827,0,-1,1
105567,28,5,203,1,33,16,5,1,537,1,-1,1
101853,4,4,1698,1,77,14,0,0,770,1,-1,1
538989,82,3,2120,1,96,15,4,1,233,0,-1,1
178654,17,1,9673,0,91,7,1,1,1009,1,-1,1
765372,95,2,1437,0,78,16,0,0,1208,1,-1,1
493385,97,1,6171,0,50,19,2,1,149,1,-1,1
371240,100,4,8503,1,86,15,2,1,290,0,-1,1
975245,66,1,9820,1,72,6,1,1,46,1,-1,1
677388,27,4,1360,0,44,14,0,0,179,0,-1,1
164357,85,5,170,0,84,12,0,0,306,0,-1,1
725952,59,2,6674,1,86,16,4,1,1127,1,-1,1
262471,26,4,2449,1,75,16,0,0,291,0,-1,1
542415,1,1,2146,0,34,14,0,0,1025,0,-1,1
893250,0,1,4458,0,47,17,0,0,215,1,-1,1
607990,91,5,9024,1,90,16,5,1,776,0,-1,1
363202,93,0,1492,0,83,18,5,1,536,1,-1,1
165205,65,3,1932,0,66,16,0,0,790,0,-1,1
997677,13,0,338,0,40,5,1,1,122,1,-1,1
570573,94,4,8041,1,38,5,0,0,1195,1,-1,1
922847,99,5,20,0,38,10,4,1,1122,1,-1,1
400300,3,2,2826,0,107,14,3,1,1207,0,-1,1
820958,51,5,9142,1,42,12,0,0,23,0,-1,1
317751,39,4,6294,1,67,17,5,1,1104,1,-1,1
608572,29,2,552,1,85,5,5,1,183,1,-1,1
365352,71,5,307,0,41,16,0,0,18,1,-1,1
441659,19,5,2295,1,81,13,0,0,297,0,-1,1
904245,75,5,2722,1,64,16,1,1,1012,1,-1,1
931200,79,0,9462,1,81,12,2,1,1,1,-1,1
898176,45,3,3398,0,53,16,0,0,122,0,-1,1
889333,66,5,1293,1,102,9,2,1,677,0,-1,1
611474,21,0,6742,1,84,10,0,0,50,0,-1,1
982717,84,1,6181,0,84,16,3,1,242,1,-1,1
110365,76,0,9654,1,75,15,1,1,57,1,-1,1
781074,4,0,808,1,81,6,0,0,263,1,-1,1
751385,8,5,3276,0,84,17,4,1,943,0,-1,1
969331,41,5,2657,1,30,18,1,1,434,0,-1,1
253467,82,1,5109,0,61,17,2,1,1095,1,-1,1
779381,14,1,9429,1,80,14,0,0,986,0,-1,1
483053,90,5,6059,0,39,15,0,0,524,1,-1,1
467914,18,0,3750,0,77,13,1,1,44,1,-1,1
767944,51,5,285,1,67,15,0,0,383,1,-1,1
617930,1,3,4588,1,40,16,1,1,356,1,-1,1
834408,4,4,7772,1,85,16,5,1,4,0,-1,1
270602,6,2,8642,0,62,18,2,1,191,1,-1,1
584292,6,0,1806,1,100,13,3,1,377,1,-1,1
421803,0,5,5822,0,92,15,0,0,778,1,-1,1
847926,68,0,9642,1,78,17,2,1,542,1,-1,1
815445,21,4,7205,0,57,17,3,1,503,0,-1,1
344007,5,0,8243,1,52,16,1,1,975,1,-1,1
558759,99,1,9291,0,93,16,1,1,413,1,-1,1
438495,14,4,9611,1,35,13,0,0,717,0,-1,1
897964,73,0,7250,1,82,18,2,1,599,1,-1,1
339363,78,4,9319,0,94,6,1,1,1141,1,-1,1
731702,30,5,9834,0,32,12,5,1,893,0,-1,1
962565,15,5,4999,0,55,18,1,1,527,0,-1,1
993287,99,0,8586,0,75,15,0,0,151,0,-1,1
306653,75,0,7772,1,44,10,0,0,3,0,-1,1
871368,100,1,5504,1,74,17,1,1,1214,0,-1,1
260699,6,4,1542,1,88,4,5,1,779,0,-1,1
836548,67,0,4715,1,87,17,5,1,708,0,-1,1
810001,28,4,1811,0,49,16,5,1,674,1,-1,1
585061,36,1,4794,0,101,10,1,1,240,0,-1,1
510309,84,4,7196,1,60,17,1,1,663,1,-1,1
598588,70,4,4774,1,37,16,0,0,777,1,-1,1
707373,97,0,4310,0,59,17,0,0,493,0,-1,1
293508,39,4,110,0,99,11,1,1,625,0,-1,1
943184,2,1,146,0,37,13,3,1,495,1,-1,1
216031,95,3,7388,1,98,17,0,0,284,1,-1,1
903974,42,1,9543,1,41,16,3,1,52,1,-1,1
276445,21,1,4102,1,58,17,1,1,363,1,-1,1
373724,74,4,8512,1,70,16,5,1,188,1,-1,1
599121,46,5,1062,1,32,13,0,0,518,0,-1,1
954029,11,5,6239,1,102,6,5,1,251,1,-1,1
359663,35,4,5463,0,96,12,0,0,444,1,-1,1
101181,27,4,209,0,34,16,0,0,405,0,-1,1
551907,25,0,9482,0,81,6,0,0,7,1,-1,1
690008,43,5,8375,0,26,15,3,1,228,0,-1,1
133046,85,0,9689,0,87,8,0,0,595,0,-1,1
931020,17,4,1367,0,76,16,4,1,102,0,-1,1
784082,78,0,8614,0,73,15,0,0,747,1,-1,1
337717,38,0,7008,1,27,5,4,1,211,0,-1,1
605086,23,1,8074,0,104,15,0,0,243,0,-1,1
985853,3,2,3082,0,98,11,0,0,501,0,-1,1
802096,57,0,9552,0,57,17,2,1,49,1,-1,1
564498,97,2,5934,0,82,15,4,1,1161,0,-1,1
943045,31,1,3827,0,45,17,1,1,988,1,-1,1
949807,76,5,3803,1,82,15,0,0,841,0,-1,1
391878,49,5,3085,1,62,14,0,0,1199,0,-1,1
489204,47,2,1018,0,74,17,3,1,681,1,-1,1
374231,93,1,7410,0,100,12,2,1,901,1,-1,1
340071,56,4,9471,0,66,16,0,0,792,1,-1,1
156265,42,3,3080,1,89,14,3,1,1222,0,-1,1
814098,30,0,526,1,89,5,0,0,213,0,-1,1
128481,72,0,4440,0,97,13,1,1,414,0,-1,1
689171,78,1,9358,0,88,5,1,1,407,1,-1,1
814598,7,5,8466,0,72,14,0,0,295,0,-1,1
393217,76,0,6661,1,99,10,2,1,738,0,-1,1
456433,17,2,4712,0,83,15,1,1,308,0,-1,1
937959,1,1,7061,0,53,14,0,0,1115,0,-1,1
659634,75,1,2048,1,102,10,1,1,111,0,-1,1
234431,72,3,9271,1,42,17,0,0,438,1,-1,1
367514,8,0,309,1,40,6,0,0,1202,0,-1,1
296541,53,2,9547,1,32,14,0,0,1234,0,-1,1
943814,97,5,4262,0,95,8,1,1,216,0,-1,1
790919,57,1,34,0,68,16,4,1,1192,0,-1,1
409083,25,4,8869,1,63,17,2,1,1020,1,-1,1
968252,6,5,9585,0,55,15,2,1,40,1,-1,1
569092,10,2,1023,1,97,15,3,1,353,0,-1,1
321480,23,4,6086,1,103,18,5,1,144,0,-1,1
538915,33,5,7040,1,44,16,1,1,1229,0,-1,1
180393,23,2,6881,0,100,14,4,1,27,0,-1,1
343638,93,1,7454,1,71,15,1,1,1125,0,-1,1
708530,95,3,451,1,105,12,2,1,1072,0,-1,1
758557,62,0,6204,0,96,16,4,1,43,1,-1,1
432781,90,2,5529,1,80,16,5,1,50,0,-1,1
318570,6,4,4768,1,97,16,0,0,869,1,-1,1
816073,3,2,2067,0,94,6,0,0,59,1,-1,1
150539,96,0,835,1,99,10,1,1,955,0,-1,1
693562,4,3,5599,1,66,16,2,1,648,1,-1,1
988860,9,5,5074,0,74,13,0,0,191,1,-1,1
887459,15,1,5507,1,38,15,0,0,887,1,-1,1
744099,64,4,3677,0,97,18,1,1,551,1,-1,1
778430,71,3,2031,0,91,16,3,1,221,1,-1,1
858817,81,5,6388,0,39,16,4,1,1203,1,-1,1
596322,53,2,4271,1,71,16,0,0,25,0,-1,1
409092,24,1,7107,0,36,14,0,0,516,0,-1,1
901133,39,1,6282,1,29,15,3,1,797,0,-1,1
457634,71,4,2259,0,72,17,1,1,1224,0,-1,1
783352,94,2,53,1,97,7,4,1,1243,1,-1,1
383095,58,4,2026,1,85,17,3,1,834,1,-1,1
304517,5,0,8913,1,59,17,2,1,936,1,-1,1
283313,42,1,5717,0,35,16,1,1,506,1,-1,1
426586,44,0,684,1,99,13,0,0,657,1,-1,1
126132,22,5,6885,0,65,18,3,1,1085,0,-1,1
170465,78,2,4366,0,56,18,0,0,686,0,-1,1
827828,90,5,5433,0,89,7,0,0,1119,0,-1,1
425196,59,2,4642,1,57,16,4,1,109,0,-1,1
750729,32,2,3168,1,87,7,0,0,1222,0,-1,1
141545,43,0,4143,1,104,13,0,0,795,0,-1,1
111823,42,1,8157,0,36,5,0,0,955,0,-1,1
686719,3,5,6293,1,96,16,3,1,389,1,-1,1
421728,100,3,9742,1,73,15,1,1,132,0,-1,1
883828,4,5,3721,0,99,9,2,1,191,1,-1,1
139851,82,5,9976,0,86,14,0,0,961,1,-1,1
850507,19,3,3500,1,55,17,0,0,447,1,-1,1
528916,99,4,4373,1,82,12,0,0,192,0,-1,1
672631,27,3,8506,0,98,13,5,1,500,1,-1,1
302089,38,5,1453,1,89,16,0,0,862,1,-1,1
647131,47,4,884,1,91,14,3,1,169,0,-1,1
409414,38,0,658,1,44,13,0,0,797,0,-1,1
382488,0,5,849,0,39,4,2,1,711,1,-1,1
546956,23,0,5525,0,100,17,1,1,52,1,-1,1
923327,92,2,384,1,37,13,5,1,324,0,-1,1
624445,24,0,7350,0,96,12,5,1,1118,1,-1,1
268839,73,5,1648,1,91,13,0,0,101,0,-1,1
697535,100,0,8510,0,37,12,1,1,49,0,-1,1
521539,60,1,9982,0,72,16,5,1,698,1,-1,1
278964,77,4,5629,1,48,17,1,1,320,1,-1,1
804823,87,3,5928,0,62,16,0,0,959,0,-1,1
161096,96,5,9540,0,59,5,0,0,124,1,-1,1
368333,7,3,6019,0,57,16,0,0,144,0,-1,1
934262,83,4,7615,1,95,13,3,1,72,1,-1,1
926719,32,5,9759,1,96,8,1,1,13,1,-1,1
644920,85,1,1141,1,96,7,5,1,129,1,-1,1
301669,59,4,6797,0,95,15,4,1,362,0,-1,1
533088,47,2,8146,1,39,17,0,0,1175,1,-1,1
365777,34,0,2973,1,99,9,0,0,106,1,-1,1
689839,33,2,9924,0,92,12,0,0,1007,1,-1,1
792142,95,3,331,0,69,18,5,1,417,0,-1,1
